value_2025,value_2021,count,fuel_2021,fuel_2025,area_ha
18,3,139,PCH3,BN05,12.51
16,14,138,BN01,BN03,12.42
18,28,138,PL10,BN05,12.42
8,27,137,PL09,MT03,12.33
24,32,137,SV01,PL06,12.33
6,8,134,MT03,MT01,12.06
14,5,134,PCH5,BN01,12.06
23,3,134,PCH3,PL05,12.06
25,2,134,PCH2,PL07,12.06
5,12,133,MT07,PCH5,11.97
23,1,132,PCH1,PL05,11.88
26,21,131,PL03,PL08,11.79
3,24,129,PL06,PCH3,11.61
26,17,128,BN04,PL08,11.52
8,26,127,PL08,MT03,11.43
27,9,125,MT04,PL09,11.25
30,17,125,BN04,DX01,11.25
7,8,124,MT03,MT02,11.16
12,22,124,PL04,MT07,11.16
21,18,124,BN05,PL03,11.16
17,14,123,BN01,BN04,11.07
4,11,122,MT06,PCH4,10.98
2,8,121,MT03,PCH2,10.89
23,11,121,MT06,PL05,10.89
28,32,121,SV01,PL10,10.89
26,20,117,PL02,PL08,10.53
13,2,115,PCH2,MT08,10.35
18,21,115,PL03,BN05,10.35
32,8,114,MT03,SV01,10.26
8,24,112,PL06,MT03,10.08
30,11,111,MT06,DX01,9.99
32,25,108,PL07,SV01,9.72
4,25,107,PL07,PCH4,9.63
14,21,107,PL03,BN01,9.63
4,21,106,PL03,PCH4,9.54
22,13,106,MT08,PL04,9.54
22,9,105,MT04,PL04,9.45
8,23,102,PL05,MT03,9.18
1,12,101,MT07,PCH1,9.09
25,3,101,PCH3,PL07,9.09
9,6,99,MT01,MT04,8.91
14,33,98,SV02,BN01,8.82
25,23,96,PL05,PL07,8.64
9,11,95,MT06,MT04,8.55
12,11,95,MT06,MT07,8.55
27,3,94,PCH3,PL09,8.46
9,23,93,PL05,MT04,8.37
23,4,92,PCH4,PL05,8.28
8,1,90,PCH1,MT03,8.1
23,22,90,PL04,PL05,8.1
11,18,89,BN05,MT06,8.01
30,12,89,MT07,DX01,8.01
13,27,88,PL09,MT08,7.92
9,3,87,PCH3,MT04,7.83
9,17,87,BN04,MT04,7.83
4,24,81,PL06,PCH4,7.29
12,20,80,PL02,MT07,7.2
19,14,80,BN01,PL01,7.2
20,18,80,BN05,PL02,7.2
14,29,79,PL11,BN01,7.11
25,4,77,PCH4,PL07,6.93
6,28,76,PL10,MT01,6.84
28,12,76,MT07,PL10,6.84
13,4,73,PCH4,MT08,6.57
13,25,72,PL07,MT08,6.48
18,11,72,MT06,BN05,6.48
19,8,72,MT03,PL01,6.48
8,20,69,PL02,MT03,6.21
8,32,69,SV01,MT03,6.21
28,9,69,MT04,PL10,6.21
26,1,68,PCH1,PL08,6.12
29,13,68,MT08,PL11,6.12
21,8,67,MT03,PL03,6.03
25,22,65,PL04,PL07,5.85
11,8,64,MT03,MT06,5.76
31,19,64,PL01,DX02,5.76
4,17,63,BN04,PCH4,5.67
20,13,63,MT08,PL02,5.67
25,20,63,PL02,PL07,5.67
8,22,61,PL04,MT03,5.49
26,3,59,PCH3,PL08,5.31
30,22,59,PL04,DX01,5.31
32,1,59,PCH1,SV01,5.31
5,13,58,MT08,PCH5,5.22
14,14,58,BN01,BN01,5.22
26,22,58,PL04,PL08,5.22
29,14,58,BN01,PL11,5.22
14,17,57,BN04,BN01,5.13
14,9,56,MT04,BN01,5.04
8,21,55,PL03,MT03,4.95
9,26,55,PL08,MT04,4.95
4,20,54,PL02,PCH4,4.86
5,14,54,BN01,PCH5,4.86
25,8,54,MT03,PL07,4.86
27,18,54,BN05,PL09,4.86
28,3,54,PCH3,PL10,4.86
34,31,54,DX02,SV03,4.86
4,32,52,SV01,PCH4,4.68
4,22,51,PL04,PCH4,4.59
8,34,51,SV03,MT03,4.59
18,9,51,MT04,BN05,4.59
21,13,51,MT08,PL03,4.59
25,28,51,PL10,PL07,4.59
34,8,51,MT03,SV03,4.59
2,14,50,BN01,PCH2,4.5
9,24,50,PL06,MT04,4.5
14,2,50,PCH2,BN01,4.5
26,11,50,MT06,PL08,4.5
2,13,49,MT08,PCH2,4.41
8,11,49,MT06,MT03,4.41
14,28,49,PL10,BN01,4.41
11,14,48,BN01,MT06,4.32
13,3,48,PCH3,MT08,4.32
27,32,48,SV01,PL09,4.32
4,27,47,PL09,PCH4,4.23
25,18,46,BN05,PL07,4.14
31,20,46,PL02,DX02,4.14
1,13,45,MT08,PCH1,4.05
9,20,45,PL02,MT04,4.05
9,34,45,SV03,MT04,4.05
32,9,45,MT04,SV01,4.05
12,28,44,PL10,MT07,3.96
13,21,44,PL03,MT08,3.96
25,9,43,MT04,PL07,3.87
7,14,42,BN01,MT02,3.78
9,25,42,PL07,MT04,3.78
27,14,42,BN01,PL09,3.78
24,18,41,BN05,PL06,3.69
3,28,40,PL10,PCH3,3.6
9,28,39,PL10,MT04,3.51
13,24,38,PL06,MT08,3.42
33,14,37,BN01,SV02,3.33
18,12,36,MT07,BN05,3.24
33,31,36,DX02,SV02,3.24
9,1,34,PCH1,MT04,3.06
27,13,34,MT08,PL09,3.06
32,13,34,MT08,SV01,3.06
26,4,33,PCH4,PL08,2.97
23,32,32,SV01,PL05,2.88
13,9,31,MT04,MT08,2.79
14,23,31,PL05,BN01,2.79
14,30,31,DX01,BN01,2.79
18,8,31,MT03,BN05,2.79
25,1,31,PCH1,PL07,2.79
5,31,30,DX02,PCH5,2.7
12,1,30,PCH1,MT07,2.7
24,13,30,MT08,PL06,2.7
13,12,29,MT07,MT08,2.61
13,22,29,PL04,MT08,2.61
26,9,29,MT04,PL08,2.61
1,8,28,MT03,PCH1,2.52
9,27,28,PL09,MT04,2.52
4,9,26,MT04,PCH4,2.34
12,3,26,PCH3,MT07,2.34
12,9,26,MT04,MT07,2.34
22,8,26,MT03,PL04,2.34
28,18,26,BN05,PL10,2.34
11,13,25,MT08,MT06,2.25
25,32,25,SV01,PL07,2.25
8,18,24,BN05,MT03,2.16
12,4,24,PCH4,MT07,2.16
23,13,24,MT08,PL05,2.16
31,2,24,PCH2,DX02,2.16
6,14,23,BN01,MT01,2.07
12,13,23,MT08,MT07,2.07
13,34,23,SV03,MT08,2.07
14,34,23,SV03,BN01,2.07
24,8,22,MT03,PL06,1.98
20,8,21,MT03,PL02,1.89
20,31,21,DX02,PL02,1.89
21,14,21,BN01,PL03,1.89
31,16,21,BN03,DX02,1.89
31,26,21,PL08,DX02,1.89
4,28,20,PL10,PCH4,1.8
13,28,20,PL10,MT08,1.8
14,27,20,PL09,BN01,1.8
28,4,20,PCH4,PL10,1.8
4,8,19,MT03,PCH4,1.71
13,17,19,BN04,MT08,1.71
31,31,19,DX02,DX02,1.71
31,34,19,SV03,DX02,1.71
3,14,18,BN01,PCH3,1.62
9,18,18,BN05,MT04,1.62
22,14,18,BN01,PL04,1.62
30,32,18,SV01,DX01,1.62
12,8,17,MT03,MT07,1.53
25,11,17,MT06,PL07,1.53
28,14,17,BN01,PL10,1.53
4,12,16,MT07,PCH4,1.44
4,18,16,BN05,PCH4,1.44
8,13,16,MT08,MT03,1.44
9,4,16,PCH4,MT04,1.44
18,13,16,MT08,BN05,1.44
11,31,15,DX02,MT06,1.35
26,32,15,SV01,PL08,1.35
30,13,15,MT08,DX01,1.35
30,18,15,BN05,DX01,1.35
14,6,14,MT01,BN01,1.26
27,8,14,MT03,PL09,1.26
1,32,13,SV01,PCH1,1.17
9,22,13,PL04,MT04,1.17
26,13,13,MT08,PL08,1.17
31,30,13,DX01,DX02,1.17
6,13,12,MT08,MT01,1.08
31,6,12,MT01,DX02,1.08
8,28,11,PL10,MT03,0.99
14,24,11,PL06,BN01,0.99
28,8,11,MT03,PL10,0.99
13,1,10,PCH1,MT08,0.9
14,20,10,PL02,BN01,0.9
24,14,10,BN01,PL06,0.9
32,12,10,MT07,SV01,0.9
1,14,9,BN01,PCH1,0.81
14,3,9,PCH3,BN01,0.81
31,28,9,PL10,DX02,0.81
34,14,9,BN01,SV03,0.81
3,13,8,MT08,PCH3,0.72
12,18,8,BN05,MT07,0.72
13,11,8,MT06,MT08,0.72
14,1,8,PCH1,BN01,0.72
14,25,8,PL07,BN01,0.72
18,14,8,BN01,BN05,0.72
23,18,8,BN05,PL05,0.72
26,8,8,MT03,PL08,0.72
26,18,8,BN05,PL08,0.72
31,12,8,MT07,DX02,0.72
14,12,7,MT07,BN01,0.63
23,14,7,BN01,PL05,0.63
31,11,7,MT06,DX02,0.63
8,14,6,BN01,MT03,0.54
9,12,6,MT07,MT04,0.54
12,32,6,SV01,MT07,0.54
20,14,6,BN01,PL02,0.54
30,8,6,MT03,DX01,0.54
30,14,6,BN01,DX01,0.54
32,31,6,DX02,SV01,0.54
14,26,5,PL08,BN01,0.45
19,31,5,DX02,PL01,0.45
31,7,5,MT02,DX02,0.45
31,22,5,PL04,DX02,0.45
9,13,4,MT08,MT04,0.36
9,32,4,SV01,MT04,0.36
13,32,4,SV01,MT08,0.36
14,18,4,BN05,BN01,0.36
16,31,4,DX02,BN03,0.36
28,13,4,MT08,PL10,0.36
28,31,4,DX02,PL10,0.36
31,3,4,PCH3,DX02,0.36
31,21,4,PL03,DX02,0.36
31,29,4,PL11,DX02,0.36
6,31,3,DX02,MT01,0.27
12,14,3,BN01,MT07,0.27
14,11,3,MT06,BN01,0.27
14,32,3,SV01,BN01,0.27
17,31,3,DX02,BN04,0.27
31,17,3,BN04,DX02,0.27
31,25,3,PL07,DX02,0.27
31,32,3,SV01,DX02,0.27
2,31,2,DX02,PCH2,0.18
7,31,2,DX02,MT02,0.18
9,8,2,MT03,MT04,0.18
14,4,2,PCH4,BN01,0.18
14,22,2,PL04,BN01,0.18
22,31,2,DX02,PL04,0.18
24,31,2,DX02,PL06,0.18
25,14,2,BN01,PL07,0.18
26,14,2,BN01,PL08,0.18
29,31,2,DX02,PL11,0.18
31,24,2,PL06,DX02,0.18
31,27,2,PL09,DX02,0.18
3,31,1,DX02,PCH3,0.09
4,13,1,MT08,PCH4,0.09
9,14,1,BN01,MT04,0.09
13,8,1,MT03,MT08,0.09
13,14,1,BN01,MT08,0.09
13,18,1,BN05,MT08,0.09
14,8,1,MT03,BN01,0.09
21,31,1,DX02,PL03,0.09
23,8,1,MT03,PL05,0.09
27,31,1,DX02,PL09,0.09
31,4,1,PCH4,DX02,0.09
31,23,1,PL05,DX02,0.09
32,14,1,BN01,SV01,0.09
1,31,0,DX02,PCH1,0
4,14,0,BN01,PCH4,0
4,31,0,DX02,PCH4,0
8,31,0,DX02,MT03,0
9,31,0,DX02,MT04,0
12,31,0,DX02,MT07,0
13,31,0,DX02,MT08,0
14,13,0,MT08,BN01,0
14,31,0,DX02,BN01,0
18,31,0,DX02,BN05,0
23,31,0,DX02,PL05,0
25,13,0,MT08,PL07,0
25,31,0,DX02,PL07,0
26,31,0,DX02,PL08,0
30,31,0,DX02,DX01,0
31,1,0,PCH1,DX02,0
31,8,0,MT03,DX02,0
31,9,0,MT04,DX02,0
31,13,0,MT08,DX02,0
31,14,0,BN01,DX02,0
31,18,0,BN05,DX02,0
