value_2025,value_2021,count,fuel_2021,fuel_2025,area_ha
30,25,41,PL07,DX01,3.69
8,22,40,PL04,MT03,3.6
4,21,38,PL03,PCH4,3.42
26,25,38,PL07,PL08,3.42
28,25,38,PL07,PL10,3.42
32,1,38,PCH1,SV01,3.42
5,14,37,BN01,PCH5,3.33
21,8,37,MT03,PL03,3.33
24,32,37,SV01,PL06,3.33
25,22,37,PL04,PL07,3.33
30,12,37,MT07,DX01,3.33
9,3,36,PCH3,MT04,3.24
23,22,36,PL04,PL05,3.24
25,8,36,MT03,PL07,3.24
26,21,36,PL03,PL08,3.24
6,4,35,PCH4,MT01,3.15
30,17,35,BN04,DX01,3.15
13,25,34,PL07,MT08,3.06
27,9,34,MT04,PL09,3.06
29,13,34,MT08,PL11,3.06
25,4,33,PCH4,PL07,2.97
26,20,33,PL02,PL08,2.97
31,33,33,SV02,DX02,2.97
23,4,32,PCH4,PL05,2.88
23,11,32,MT06,PL05,2.88
27,3,32,PCH3,PL09,2.88
29,14,32,BN01,PL11,2.88
30,4,32,PCH4,DX01,2.88
30,27,32,PL09,DX01,2.88
1,12,31,MT07,PCH1,2.79
6,28,31,PL10,MT01,2.79
8,12,31,MT07,MT03,2.79
8,23,31,PL05,MT03,2.79
12,20,31,PL02,MT07,2.79
19,8,31,MT03,PL01,2.79
26,22,31,PL04,PL08,2.79
6,9,30,MT04,MT01,2.7
30,20,30,PL02,DX01,2.7
32,26,30,PL08,SV01,2.7
14,9,29,MT04,BN01,2.61
19,14,29,BN01,PL01,2.61
9,6,27,MT01,MT04,2.43
20,18,27,BN05,PL02,2.43
25,18,27,BN05,PL07,2.43
9,23,26,PL05,MT04,2.34
13,33,26,SV02,MT08,2.34
14,17,26,BN04,BN01,2.34
2,14,25,BN01,PCH2,2.25
3,28,25,PL10,PCH3,2.25
5,13,25,MT08,PCH5,2.25
13,2,25,PCH2,MT08,2.25
18,11,25,MT06,BN05,2.25
8,21,24,PL03,MT03,2.16
25,20,24,PL02,PL07,2.16
26,11,24,MT06,PL08,2.16
2,13,23,MT08,PCH2,2.07
4,17,23,BN04,PCH4,2.07
14,14,23,BN01,BN01,2.07
23,1,23,PCH1,PL05,2.07
25,9,23,MT04,PL07,2.07
25,28,23,PL10,PL07,2.07
27,18,23,BN05,PL09,2.07
28,1,23,PCH1,PL10,2.07
4,34,22,SV03,PCH4,1.98
9,11,22,MT06,MT04,1.98
21,13,22,MT08,PL03,1.98
22,13,22,MT08,PL04,1.98
27,4,22,PCH4,PL09,1.98
32,13,22,MT08,SV01,1.98
4,22,21,PL04,PCH4,1.89
11,18,21,BN05,MT06,1.89
14,28,21,PL10,BN01,1.89
32,9,21,MT04,SV01,1.89
9,17,20,BN04,MT04,1.8
13,21,20,PL03,MT08,1.8
14,2,20,PCH2,BN01,1.8
26,3,20,PCH3,PL08,1.8
34,9,20,MT04,SV03,1.8
4,20,19,PL02,PCH4,1.71
7,14,19,BN01,MT02,1.71
25,1,19,PCH1,PL07,1.71
6,14,18,BN01,MT01,1.62
8,1,18,PCH1,MT03,1.62
18,9,18,MT04,BN05,1.62
24,13,18,MT08,PL06,1.62
26,1,18,PCH1,PL08,1.62
31,19,18,PL01,DX02,1.62
34,13,18,MT08,SV03,1.62
1,8,17,MT03,PCH1,1.53
3,14,17,BN01,PCH3,1.53
11,8,17,MT03,MT06,1.53
28,9,17,MT04,PL10,1.53
28,12,17,MT07,PL10,1.53
33,14,17,BN01,SV02,1.53
4,27,16,PL09,PCH4,1.44
9,28,16,PL10,MT04,1.44
9,34,16,SV03,MT04,1.44
18,8,16,MT03,BN05,1.44
4,8,15,MT03,PCH4,1.35
12,4,15,PCH4,MT07,1.35
27,32,15,SV01,PL09,1.35
28,18,15,BN05,PL10,1.35
30,11,15,MT06,DX01,1.35
32,25,15,PL07,SV01,1.35
8,11,14,MT06,MT03,1.26
9,26,14,PL08,MT04,1.26
14,23,14,PL05,BN01,1.26
22,8,14,MT03,PL04,1.26
4,28,13,PL10,PCH4,1.17
5,31,13,DX02,PCH5,1.17
9,27,13,PL09,MT04,1.17
12,9,13,MT04,MT07,1.17
14,34,13,SV03,BN01,1.17
22,14,13,BN01,PL04,1.17
31,2,13,PCH2,DX02,1.17
34,18,13,BN05,SV03,1.17
8,13,12,MT08,MT03,1.08
12,13,12,MT08,MT07,1.08
12,28,12,PL10,MT07,1.08
23,32,12,SV01,PL05,1.08
27,14,12,BN01,PL09,1.08
4,18,11,BN05,PCH4,0.99
4,32,11,SV01,PCH4,0.99
8,34,11,SV03,MT03,0.99
9,24,11,PL06,MT04,0.99
12,3,11,PCH3,MT07,0.99
14,6,11,MT01,BN01,0.99
4,9,10,MT04,PCH4,0.9
9,1,10,PCH1,MT04,0.9
11,14,10,BN01,MT06,0.9
23,13,10,MT08,PL05,0.9
24,18,10,BN05,PL06,0.9
25,32,10,SV01,PL07,0.9
28,14,10,BN01,PL10,0.9
1,13,9,MT08,PCH1,0.81
9,20,9,PL02,MT04,0.81
9,22,9,PL04,MT04,0.81
11,13,9,MT08,MT06,0.81
14,30,9,DX01,BN01,0.81
27,8,9,MT03,PL09,0.81
27,13,9,MT08,PL09,0.81
28,3,9,PCH3,PL10,0.81
28,8,9,MT03,PL10,0.81
31,20,9,PL02,DX02,0.81
13,4,8,PCH4,MT08,0.72
13,24,8,PL06,MT08,0.72
18,12,8,MT07,BN05,0.72
3,13,7,MT08,PCH3,0.63
9,4,7,PCH4,MT04,0.63
9,25,7,PL07,MT04,0.63
13,9,7,MT04,MT08,0.63
13,27,7,PL09,MT08,0.63
20,8,7,MT03,PL02,0.63
20,13,7,MT08,PL02,0.63
21,14,7,BN01,PL03,0.63
25,11,7,MT06,PL07,0.63
26,8,7,MT03,PL08,0.63
26,9,7,MT04,PL08,0.63
8,18,6,BN05,MT03,0.54
11,31,6,DX02,MT06,0.54
13,12,6,MT07,MT08,0.54
13,28,6,PL10,MT08,0.54
14,20,6,PL02,BN01,0.54
14,27,6,PL09,BN01,0.54
30,22,6,PL04,DX01,0.54
1,14,5,BN01,PCH1,0.45
4,11,5,MT06,PCH4,0.45
4,12,5,MT07,PCH4,0.45
8,14,5,BN01,MT03,0.45
12,8,5,MT03,MT07,0.45
13,17,5,BN04,MT08,0.45
18,13,5,MT08,BN05,0.45
31,6,5,MT01,DX02,0.45
31,26,5,PL08,DX02,0.45
1,32,4,SV01,PCH1,0.36
8,28,4,PL10,MT03,0.36
12,1,4,PCH1,MT07,0.36
12,32,4,SV01,MT07,0.36
13,34,4,SV03,MT08,0.36
14,3,4,PCH3,BN01,0.36
14,12,4,MT07,BN01,0.36
18,14,4,BN01,BN05,0.36
24,8,4,MT03,PL06,0.36
30,8,4,MT03,DX01,0.36
30,13,4,MT08,DX01,0.36
30,32,4,SV01,DX01,0.36
31,3,4,PCH3,DX02,0.36
31,7,4,MT02,DX02,0.36
31,28,4,PL10,DX02,0.36
34,14,4,BN01,SV03,0.36
6,31,3,DX02,MT01,0.27
9,18,3,BN05,MT04,0.27
13,22,3,PL04,MT08,0.27
13,32,3,SV01,MT08,0.27
14,11,3,MT06,BN01,0.27
14,24,3,PL06,BN01,0.27
20,14,3,BN01,PL02,0.27
20,31,3,DX02,PL02,0.27
26,4,3,PCH4,PL08,0.27
30,14,3,BN01,DX01,0.27
30,18,3,BN05,DX01,0.27
31,12,3,MT07,DX02,0.27
31,34,3,SV03,DX02,0.27
33,31,3,DX02,SV02,0.27
34,8,3,MT03,SV03,0.27
6,13,2,MT08,MT01,0.18
12,14,2,BN01,MT07,0.18
12,18,2,BN05,MT07,0.18
14,1,2,PCH1,BN01,0.18
14,18,2,BN05,BN01,0.18
14,22,2,PL04,BN01,0.18
14,32,2,SV01,BN01,0.18
26,13,2,MT08,PL08,0.18
26,18,2,BN05,PL08,0.18
26,32,2,SV01,PL08,0.18
28,4,2,PCH4,PL10,0.18
28,13,2,MT08,PL10,0.18
28,31,2,DX02,PL10,0.18
31,11,2,MT06,DX02,0.18
31,21,2,PL03,DX02,0.18
31,22,2,PL04,DX02,0.18
31,24,2,PL06,DX02,0.18
2,31,1,DX02,PCH2,0.09
3,31,1,DX02,PCH3,0.09
9,12,1,MT07,MT04,0.09
9,13,1,MT08,MT04,0.09
9,14,1,BN01,MT04,0.09
9,32,1,SV01,MT04,0.09
13,1,1,PCH1,MT08,0.09
13,8,1,MT03,MT08,0.09
13,11,1,MT06,MT08,0.09
14,4,1,PCH4,BN01,0.09
14,25,1,PL07,BN01,0.09
14,26,1,PL08,BN01,0.09
16,31,1,DX02,BN03,0.09
19,31,1,DX02,PL01,0.09
22,31,1,DX02,PL04,0.09
23,8,1,MT03,PL05,0.09
23,14,1,BN01,PL05,0.09
23,18,1,BN05,PL05,0.09
24,14,1,BN01,PL06,0.09
25,14,1,BN01,PL07,0.09
26,14,1,BN01,PL08,0.09
31,16,1,BN03,DX02,0.09
31,17,1,BN04,DX02,0.09
31,23,1,PL05,DX02,0.09
31,25,1,PL07,DX02,0.09
31,27,1,PL09,DX02,0.09
31,30,1,DX01,DX02,0.09
31,32,1,SV01,DX02,0.09
32,12,1,MT07,SV01,0.09
32,31,1,DX02,SV01,0.09
1,31,0,DX02,PCH1,0
4,13,0,MT08,PCH4,0
4,14,0,BN01,PCH4,0
4,31,0,DX02,PCH4,0
7,31,0,DX02,MT02,0
8,31,0,DX02,MT03,0
9,8,0,MT03,MT04,0
9,31,0,DX02,MT04,0
12,31,0,DX02,MT07,0
13,3,0,PCH3,MT08,0
13,14,0,BN01,MT08,0
13,18,0,BN05,MT08,0
13,31,0,DX02,MT08,0
14,8,0,MT03,BN01,0
14,13,0,MT08,BN01,0
14,31,0,DX02,BN01,0
17,31,0,DX02,BN04,0
18,31,0,DX02,BN05,0
21,31,0,DX02,PL03,0
23,31,0,DX02,PL05,0
24,31,0,DX02,PL06,0
25,13,0,MT08,PL07,0
25,31,0,DX02,PL07,0
26,31,0,DX02,PL08,0
27,31,0,DX02,PL09,0
29,31,0,DX02,PL11,0
30,31,0,DX02,DX01,0
31,1,0,PCH1,DX02,0
31,4,0,PCH4,DX02,0
31,8,0,MT03,DX02,0
31,9,0,MT04,DX02,0
31,13,0,MT08,DX02,0
31,14,0,BN01,DX02,0
31,18,0,BN05,DX02,0
31,29,0,PL11,DX02,0
31,31,0,DX02,DX02,0
32,14,0,BN01,SV01,0
34,31,0,DX02,SV03,0
